Template_ID,Donor_Type,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Alpha_Success_Count,Beta_Success_Count,Representative_Reaction_ID,Supporting_Reaction_IDs,Supporting_Sources,Condition_Recipe_Completeness,Unique_Full_Reaction_Count
CT_87c240d2f05d0b2b,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,10.0,1,1,1,1,3,3,0,31-013-CAS-17024989,31-013-CAS-17024989;31-013-CAS-20825224;31-013-CAS-22452791,"Analytical Chemistry (Washington, DC, United States) (2017), 89(8), 4540-4549;Angewandte Chemie, International Edition (2019), 58(51), 18577-18583;World Intellectual Property Organization, WO2020132625 A1 2020-06-25",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_87ff18cf37fd95de,thioglycoside,Toluene,5,Triethylamine,4,25.0,30.0,1,1,1,1,3,3,0,31-013-CAS-15220844,31-013-CAS-12686981;31-013-CAS-12781994;31-013-CAS-15220844,"Carbohydrate Research (2006), 341(10), 1619-1629;Journal of Medicinal Chemistry (2014), 57(11), 4511-4520",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_8dac9a15c9ee6e94,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,0.0,180.0,1,1,1,1,3,1,2,31-013-CAS-7388606,31-013-CAS-5259694;31-013-CAS-7388606;31-013-CAS-9533892,"Tetrahedron Letters (2011), 52(43), 5567-5570",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_979f38a9a33e3239,thioglycoside,Dichloromethane,3,Triethylamine,4,-60.0,10.0,1,1,1,1,3,1,2,31-013-CAS-308870,31-013-CAS-308870;31-013-CAS-7630111;31-013-CAS-9761464,"European Journal of Organic Chemistry (2005), (5), 918-924;Organic & Biomolecular Chemistry (2007), 5(22), 3690-3697",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_99dd41d5554a129b,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,78.0,180.0,1,1,1,1,3,3,0,31-614-CAS-32458042,31-614-CAS-32458042;31-614-CAS-32458057;31-614-CAS-34336262,"Japan, JP2022127918 A 2022-09-01;United States, US11332490 B1 2022-05-17",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_9d23373912fdcdbb,thioglycoside,Dichloromethane,3,Triethylamine,4,-72.0,5.0,1,1,1,1,3,3,0,31-013-CAS-14447502,31-013-CAS-14447502;31-013-CAS-3171404;31-013-CAS-7432441,"Chemistry - A European Journal (2011), 17(51), 14518-14526, S14518/1-S14518/35",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_a24d0cb83febf6cd,thioglycoside,Dichloromethane;Diethyl ether,3;4,N-Iodosuccinimide,5,25.0,60.0,1,1,1,1,3,0,3,31-013-CAS-2474397,31-013-CAS-20236289;31-013-CAS-20236304;31-013-CAS-2474397,"Angewandte Chemie, International Edition (2002), 41(21), 4087-4090;Journal of the American Chemical Society (2019), 141(16), 6484-6488",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_b16bcce2b1dfd465,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,-60.0,5.0,1,1,1,1,3,1,2,31-013-CAS-9351524,31-013-CAS-13075539;31-013-CAS-13946827;31-013-CAS-9351524,"Journal of Organic Chemistry (2005), 70(10), 4195-4198;Polish Journal of Chemistry (2005), 79(2), 297-307;Tetrahedron (2004), 60(5), 1057-1064",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_c5a8ab0ed98cb1cf,thioglycoside,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,0.0,60.0,1,1,1,1,3,3,0,31-013-CAS-13511159,31-013-CAS-11339593;31-013-CAS-13511159;31-013-CAS-13778249,"Journal of Organic Chemistry (2011), 76(15), 5895-5906",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_d52a22389fcee877,thioglycoside,Dichloromethane,3,Sulfobromophthalein,24,25.0,30.0,1,1,1,1,3,2,1,31-013-CAS-13207789,31-013-CAS-13207789;31-013-CAS-5828265;31-013-CAS-7954210,"Journal of the American Chemical Society (2005), 127(11), 3767-3773",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_e1924ab7694bbf74,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,30.0,1,1,1,1,3,0,3,31-013-CAS-22941545,31-013-CAS-22938507;31-013-CAS-22941545;31-013-CAS-3532904,"Journal of Organic Chemistry (2020), 85(24), 16082-16098;United States, US20090246200 A1 2009-10-01",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_e30ade12c4f14927,thioglycoside,Dichloromethane;Diethyl ether,3;4,Silver triflate,10,25.0,30.0,1,1,1,1,3,3,0,31-013-CAS-14359616,31-013-CAS-10372061;31-013-CAS-14359616;31-013-CAS-7641455,"Journal of Organic Chemistry (2015), 80(24), 12265-12279",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_f963cda7642b891b,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-40.0,60.0,1,1,1,1,3,0,3,31-614-CAS-32798123,31-614-CAS-32798122;31-614-CAS-32798123;31-614-CAS-32798129,"Chemical Science (2016), 7(4), 2827-2831",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,3
CT_0da913a5833b2377,thioglycoside,Diethyl ether,4,Methyl triflate,11,25.0,60.0,1,1,1,1,2,2,0,31-013-CAS-8233740,31-013-CAS-10361105;31-013-CAS-8233740,"Bioorganic & Medicinal Chemistry (2009), 17(4), 1514-1526",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_16b7478bebbd6206,thioglycoside,Dichloromethane,3,Bromine,18,0.0,30.0,1,1,1,1,2,2,0,31-013-CAS-23539710,31-013-CAS-23538269;31-013-CAS-23539710,"Journal of Organic Chemistry (2021), 86(9), 6090-6099",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_17759f1127b6a6ae,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-20.0,30.0,1,1,1,1,2,2,0,31-013-CAS-22198141,31-013-CAS-22198140;31-013-CAS-22198141,"Organic Letters (2020), 22(12), 4638-4642",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_17c89bae7d496fcf,thioglycoside,Dichloromethane,3,Methyl triflate,11,25.0,30.0,1,1,1,1,2,0,2,31-013-CAS-8818646,31-013-CAS-13075291;31-013-CAS-8818646,"Organic Letters (2015), 17(5), 1102-1105;Tetrahedron (2006), 62(20), 4954-4978",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_1bbcd626d18bbaf6,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,240.0,1,1,1,1,2,0,2,31-013-CAS-7616373,31-013-CAS-10851823;31-013-CAS-7616373,"Chemistry - A European Journal (2012), 18(5), 1342-1351, S1342/1-S1342/48;Journal of the American Chemical Society (2013), 135(36), 13464-13472",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_227749b40e31c1eb,thioglycoside,Dichloromethane,3,Triethylamine,4,-60.0,30.0,1,1,1,1,2,1,1,31-614-CAS-40361033,31-013-CAS-3880260;31-614-CAS-40361033,"Angewandte Chemie, International Edition (2006), 45(45), 7575-7578;Nature Communications (2017), 8(1), 1-11",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_2bb8205424e8ad3c,thioglycoside,Dichloromethane,3,Triethylamine,4,-20.0,45.0,1,1,1,1,2,0,2,31-013-CAS-8627156,31-013-CAS-26474;31-013-CAS-8627156,"Journal of Organic Chemistry (2007), 72(16), 6107-6115;World Intellectual Property Organization, WO2008032817 A1 2008-03-20",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2dec21bbdb7e3084,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-20.0,20.0,1,1,1,1,2,0,2,31-013-CAS-21762120,31-013-CAS-2096727;31-013-CAS-21762120,"European Journal of Organic Chemistry (2020), 2020(12), 1802-1810;Japan, JP2009215241 A 2009-09-24",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_30777727cf7c117b,thioglycoside,Dichloromethane,3,Triethylamine,4,-78.0,5.0,1,1,1,1,2,2,0,31-013-CAS-7193625,31-013-CAS-13595742;31-013-CAS-7193625,"Carbohydrate Research (2010), 345(12), 1713-1721",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_3861fb18ed8406a9,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,25.0,30.0,1,1,1,1,2,2,0,31-614-CAS-44061152,31-614-CAS-44061152;31-614-CAS-44137212,"Organic Letters (2023), 25(34), 6413-6418;Organic Letters (2023), 25(46), 8332-8337",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_43e599abe23f95b7,thioglycoside,Dichloromethane,3,Sodium thiosulfate,16,-70.0,20.0,1,1,1,1,2,1,1,31-013-CAS-12921527,31-013-CAS-12921527;31-013-CAS-6531232,"Tetrahedron Letters (2010), 51(14), 1910-1913",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_46a635ad61a0708c,thioglycoside,Diethyl ether,4,Triethylamine,4,-78.0,15.0,1,1,1,1,2,2,0,31-013-CAS-21608787,31-013-CAS-21608786;31-013-CAS-21608787,"Organic Letters (2020), 22(4), 1520-1524",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_486d71a7925b44b7,thioglycoside,Dichloromethane,3,Triethylamine,4,0.0,10.0,1,1,1,1,2,0,2,31-013-CAS-3103339,31-013-CAS-17286309;31-013-CAS-3103339,"ACS Nano (2014), 8(5), 4600-4607;China, CN103554198 A 2014-02-05",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4d50a93ed9ca95cd,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,25.0,120.0,1,1,1,1,2,0,2,31-049-CAS-11753173,31-013-CAS-7871468;31-049-CAS-11753173,"ChemBioChem (2011), 12(5), 685-690;Organic Letters (2015), 17(5), 1102-1105",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_4e87884f8a0500fd,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,0.0,30.0,1,1,1,1,2,1,1,31-013-CAS-4338253,31-013-CAS-2224404;31-013-CAS-4338253,"Organic Letters (2007), 9(22), 4647-4650",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_54f8c180ed3aa701,thioglycoside,Dichloromethane;Methanol,3;7,N-Iodosuccinimide,5,0.0,60.0,1,1,1,1,2,0,2,31-013-CAS-17221620,31-013-CAS-17221620;31-614-CAS-29322574,"Organic & Biomolecular Chemistry (2017), 15(7), 1710-1717",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_5717edac658c0d7f,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,25.0,5.0,1,1,1,1,2,0,2,31-006-CAS-16647345,31-006-CAS-16647345;31-013-CAS-16647318,"Journal of the American Chemical Society (2017), 139(2), 1011-1018",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_59fd8cc0a294bb62,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-25.0,90.0,1,1,1,1,2,0,2,31-013-CAS-16396089,31-013-CAS-16396089;31-013-CAS-16396098,"Russian Chemical Bulletin (2015), 64(12), 2932-2941",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_63758f3a940e4dca,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,25.0,45.0,1,1,1,1,2,0,2,31-614-CAS-28172097,31-614-CAS-27466391;31-614-CAS-28172097,"Tetrahedron (2011), 67(51), 9771-9778",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_642cc2fb270cfef6,thioglycoside,Dichloromethane,3,Sodium thiosulfate,16,0.0,10.0,1,1,1,1,2,2,0,31-013-CAS-13132878,31-013-CAS-13132878;31-013-CAS-20818633,"Journal of Organic Chemistry (2019), 84(23), 15063-15078;Nature Chemical Biology (2012), 8(2), 197-204",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_69c437ba2eed9975,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,120.0,1,1,1,1,2,0,2,31-013-CAS-15095112,31-013-CAS-13457439;31-013-CAS-15095112,"Carbohydrate Research (2012), 361, 55-72;Journal of the American Chemical Society (2010), 132(42), 14849-14856",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_6a6e71bbbacf83b0,thioglycoside,Dichloromethane,3,Silver triflate,10,-60.0,30.0,1,1,1,1,2,0,2,31-614-CAS-40361044,31-614-CAS-40361037;31-614-CAS-40361044,"Nature Communications (2017), 8(1), 1-11",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_717c4a9e40718f21,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,180.0,1,1,1,1,2,1,1,31-013-CAS-27980,31-013-CAS-21013701;31-013-CAS-27980,"Journal of Organic Chemistry (2013), 78(14), 6911-6934;Journal of the American Chemical Society (2020), 142(1), 456-467",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_78fdc187d4136a6a,thioglycoside,Toluene,5,N-Iodosuccinimide,5,0.0,30.0,1,1,1,1,2,2,0,31-013-CAS-22664054,31-013-CAS-22664010;31-013-CAS-22664054,"World Intellectual Property Organization, WO2020104697 A1 2020-05-28",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_79e536b35f48f330,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,-78.0,30.0,1,1,1,1,2,0,2,31-301-CAS-10315052,31-301-CAS-10315052;31-301-CAS-14860452,"Organic Letters (2006), 8(21), 4879-4882",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_7f9cda430905b8fa,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-30.0,60.0,1,1,1,1,2,0,2,31-013-CAS-17453665,31-013-CAS-17453658;31-013-CAS-17453665,"Journal of Colloid and Interface Science (2017), 498, 395-404",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_8256d8a3c2edeeb0,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,20.0,1,1,1,1,2,1,1,31-614-CAS-31204242,31-013-CAS-15624137;31-614-CAS-31204242,"ACS Chemical Biology (2020), 15(9), 2395-2405;Carbohydrate Research (2016), 426, 1-8",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_82f7bbd90f0f4af1,thioglycoside,Dichloromethane,3,1-(Phenylsulfonyl)piperidine,14,-60.0,15.0,1,1,1,1,2,0,2,31-614-CAS-44431802,31-614-CAS-36594426;31-614-CAS-44431802,"Japan, JP2024178476 A 2024-12-25;World Intellectual Property Organization, WO2023054285 A1 2023-04-06",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_86f748bb87952cfd,thioglycoside,Dichloromethane,3,Methyl triflate,11,21.0,240.0,1,1,1,1,2,2,0,31-013-CAS-3134189,31-013-CAS-14695973;31-013-CAS-3134189,"Journal of the American Chemical Society (2014), 136(46), 16260-16269",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_88fdf1adf5b7b27e,thioglycoside,Dichloromethane;Toluene,3;5,Pyridine,12,25.0,5.0,1,1,1,1,2,2,0,31-013-CAS-8455590,31-013-CAS-12991655;31-013-CAS-8455590,"Carbohydrate Research (2002), 337(17), 1517-1522",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_89d8021474945ee2,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,120.0,1,1,1,1,2,1,1,31-013-CAS-9986793,31-013-CAS-15499890;31-013-CAS-9986793,"Angewandte Chemie, International Edition (2012), 51(40), 10123-10126, S10123/1-S10123/26;Molecules (2011), 16, 637-651",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_8cf3f05b58cde72c,thioglycoside,Dichloromethane;Diethyl ether,3;4,Tosyl chloride,13,-78.0,5.0,1,1,1,1,2,0,2,31-013-CAS-9514437,31-013-CAS-11641718;31-013-CAS-9514437,"Angewandte Chemie, International Edition (2014), 53(34), 9051-9058",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_8d4d32ac29ee2514,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,0.0,20.0,1,1,1,1,2,2,0,31-013-CAS-21359609,31-013-CAS-13461429;31-013-CAS-21359609,"Canada, CA2806561 C 2015-12-22;World Intellectual Property Organization, WO2003022860 A1 2003-03-20",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_912fb09f0888ecca,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-80.0,80.0,1,1,1,1,2,0,2,31-013-CAS-15393474,31-013-CAS-15393474;31-013-CAS-4102089,"Organic Letters (2015), 17(6), 1525-1528",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_95ada65f9c5d5957,thioglycoside,Dichloromethane,3,Triethylamine,4,-60.0,15.0,1,1,1,1,2,0,2,31-614-CAS-24503700,31-013-CAS-8958128;31-614-CAS-24503700,"Chemistry - A European Journal (2005), 11(3), 1010-1016;World Intellectual Property Organization, WO2021193951 A1 2021-09-30",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_a3af9a28c873cb70,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-20.0,15.0,1,1,1,1,2,0,2,31-013-CAS-9511600,31-013-CAS-7358853;31-013-CAS-9511600,"Mendeleev Communications (2007), 17(1), 10-13",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_a58ded828de598fd,thioglycoside,Acetonitrile;Dichloromethane,3;6,Tosyl chloride,13,25.0,60.0,1,1,1,1,2,0,2,31-013-CAS-18353674,31-013-CAS-18353673;31-013-CAS-18353674,"Organic Letters (2017), 19(24), 6558-6561",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_aca8abbb138011b9,thioglycoside,Dichloromethane;Toluene,3;5,Triethylamine,4,-72.0,5.0,1,1,1,1,2,2,0,31-614-CAS-35071256,31-614-CAS-35071256;31-614-CAS-35071257,"Organic Chemistry Frontiers (2018), 5(14), 2179-2188",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_ada85f6e6806719f,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-78.0,120.0,1,1,1,1,2,0,2,31-614-CAS-34956360,31-013-CAS-23435466;31-614-CAS-34956360,"ACS Chemical Biology (2021), 16(11), 2673-2689;Japan, JP2021028307 A 2021-02-25",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_ba72acc03dffdd0f,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,180.0,1,1,1,1,2,1,1,31-013-CAS-6664730,31-013-CAS-1469336;31-013-CAS-6664730,"Journal of Carbohydrate Chemistry (2004), 23(4), 201-215;Journal of Organic Chemistry (2012), 77(20), 8864-8878",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_becd009d3d5f6418,thioglycoside,Dichloromethane,3,Methyl triflate,11,25.0,1200.0,1,1,1,1,2,0,2,31-614-CAS-38186264,31-013-CAS-3150849;31-614-CAS-38186264,"Chemistry - A European Journal (2023), 29(4), e202203252;Journal of the American Chemical Society (2012), 134(19), 8030-8033",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_bf6ddc178362c419,thioglycoside,Dichloromethane,3,Triethylamine,4,25.0,90.0,1,1,1,1,2,0,2,31-013-CAS-12418933,31-013-CAS-12418933;31-013-CAS-15382044,"Bioorganic & Medicinal Chemistry Letters (2006), 16(4), 928-933;European Journal of Organic Chemistry (2007), (20), 3392-3401, S3392/1-S3392/17",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_c0bd278d38e95511,thioglycoside,Toluene,5,Trifluoromethanesulfonic acid,6,25.0,30.0,1,1,1,1,2,0,2,31-013-CAS-21022801,31-013-CAS-14790318;31-013-CAS-21022801,"European Journal of Organic Chemistry (2011), 2011(35), 7133-7139, S7133/1-S7133/26;Journal of the American Chemical Society (2018), 140(49), 17079-17085",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_c1b385305cc2d099,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-20.0,60.0,1,1,1,1,2,0,2,31-013-CAS-10475617,31-013-CAS-10475617;31-013-CAS-18496614,"Angewandte Chemie, International Edition (2015), 54(37), 10953-10957;Nature Chemical Biology (2018), 14(1), 79-85",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_cbaa9340753e6bb1,thioglycoside,Acetonitrile,6,Potassium carbonate,27,25.0,300.0,1,1,1,1,2,0,2,31-013-CAS-21555454,31-013-CAS-21555453;31-013-CAS-21555454,"World Intellectual Property Organization, WO2019136399 A1 2019-07-11",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_cf62e1f6b73f47b2,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-30.0,60.0,1,1,1,1,2,1,1,31-013-CAS-19403890,31-013-CAS-19403890;31-013-CAS-7286890,"Organic & Biomolecular Chemistry (2010), 8(1), 128-136;Proceedings of the National Academy of Sciences of the United States of America (2017), 114(42), 11063-11068",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_d49f5b31253c554c,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-30.0,20.0,1,1,1,1,2,0,2,31-013-CAS-4188841,31-013-CAS-1880759;31-013-CAS-4188841,"Carbohydrate Research (2008), 343(17), 2894-2902;Journal of Medicinal Chemistry (2009), 52(7), 2052-2059",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d834c6e16c78d3a7,thioglycoside,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,-40.0,120.0,1,1,1,1,2,0,2,31-013-CAS-23242169,31-013-CAS-23242169;31-013-CAS-23242756,"World Intellectual Property Organization, WO2020205034 A1 2020-10-08",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_db2c6e0af9116de6,thioglycoside,Dichloroethane,9,N-Iodosuccinimide,5,0.0,5.0,1,1,1,1,2,0,2,31-614-CAS-36830124,31-614-CAS-36830119;31-614-CAS-36830124,"European Journal of Organic Chemistry (2022), 2022(29), e202200374",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_db46894aa3fe7451,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-25.0,15.0,1,1,1,1,2,0,2,31-013-CAS-16946845,31-013-CAS-16946845;31-013-CAS-16946847,"Trends in Carbohydrate Research (2016), 8(1), 14-25",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_df612bad5a00a616,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,15.0,1,1,1,1,2,2,0,31-013-CAS-22581512,31-013-CAS-22581512;31-013-CAS-22581514,"RSC Advances (2019), 9(62), 36440-36454",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_e5f814bde6ab8822,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,25.0,30.0,1,1,1,1,2,1,1,31-013-CAS-7066819,31-013-CAS-2688288;31-013-CAS-7066819,"Carbohydrate Research (2014), 384, 1-8;European Journal of Organic Chemistry (2007), (1), 116-124",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_ebf34a16aece488c,thioglycoside,Dichloromethane,3,1-(Phenylsulfonyl)piperidine,14,-60.0,30.0,1,1,1,1,2,0,2,31-013-CAS-804369,31-013-CAS-13535004;31-013-CAS-804369,"Angewandte Chemie, International Edition (2004), 43(16), 2145-2148",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_ef28f4f33427565e,thioglycoside,Dichloromethane,3,Pyridine,12,25.0,120.0,1,1,1,1,2,0,2,31-013-CAS-12919728,31-013-CAS-12919728;31-013-CAS-2504738,"Russian Journal of Organic Chemistry (2005), 41(12), 1814-1823",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_f285f7ecd83eb6e1,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,60.0,240.0,1,1,1,1,2,2,0,31-614-CAS-34336263,31-614-CAS-32458039;31-614-CAS-34336263,"Japan, JP2022127918 A 2022-09-01;United States, US11332490 B1 2022-05-17",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f480a0115a867bba,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,-78.0,30.0,1,1,1,1,2,0,2,31-013-CAS-22452828,31-013-CAS-20825259;31-013-CAS-22452828,"Angewandte Chemie, International Edition (2019), 58(51), 18577-18583;World Intellectual Property Organization, WO2020132625 A1 2020-06-25",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_f5414fd00932bb27,thioglycoside,Dichloromethane;Diethyl ether,3;4,Silver triflate,10,-78.0,5.0,1,1,1,1,2,2,0,31-013-CAS-13163974,31-013-CAS-10425819;31-013-CAS-13163974,"Angewandte Chemie, International Edition (2012), 51(40), 10185-10189, S10185/1-S10185/246",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_fb33899f1f8af52c,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,20.0,1,1,1,1,2,0,2,31-013-CAS-9459343,31-013-CAS-11583539;31-013-CAS-9459343,"Journal of the American Chemical Society (2012), 134(1), 426-435",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_fd5a31d53d2e6327,thioglycoside,Dichloromethane;Toluene,3;5,Trifluoromethanesulfonic acid,6,0.0,45.0,1,1,1,1,2,0,2,31-614-CAS-38021989,31-614-CAS-38021989;31-614-CAS-38021995,"Organic & Biomolecular Chemistry (2022), 20(42), 8243-8258",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,2
CT_003b0ce264925011,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-60.0,120.0,1,1,1,1,1,0,1,31-013-CAS-22252755,31-013-CAS-22252755,"Bioorganic & Medicinal Chemistry (2018), 26(9), 2262-2270",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_00e0f2bca3273d4c,thioglycoside,Dichloromethane;Diethyl ether;Methanol,3;4;7,Sodium bicarbonate,8,0.0,60.0,1,1,1,1,1,0,1,31-614-CAS-28293923,31-614-CAS-28293923,"Organic & Biomolecular Chemistry (2017), 15(7), 1710-1717",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_0209ebf525cebaa9,thioglycoside,Dichloromethane;Methanol,3;7,Triethylamine,4,22.0,60.0,1,1,1,1,1,1,0,31-013-CAS-8223846,31-013-CAS-8223846,"Synlett (2015), 26(16), 2267-2271",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_026aa9f3269dcc8a,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-78.0,10.0,1,1,1,1,1,0,1,31-013-CAS-5931180,31-013-CAS-5931180,"Organic Letters (2011), 13(17), 4600-4603",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_057491f003ae0d8d,thioglycoside,Dichloromethane,3,1-(Phenylsulfonyl)piperidine,14,-60.0,60.0,1,1,1,1,1,1,0,31-614-CAS-24299301,31-614-CAS-24299301,"Organic Letters (2021), 23(19), 7313-7318",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_08f6a6bf99910ae3,thioglycoside,Dichloromethane,3,Methyl triflate,11,0.0,120.0,1,1,1,1,1,0,1,31-013-CAS-1202577,31-013-CAS-1202577,"Journal of the American Chemical Society (2003), 125(12), 3402-3403",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
