Sample_ID,Pair_ID,Structural_Group_ID,Structural_Group_SHA256,Input_Structure_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Target_C4_Index,Target_O4_Index
POS-88fc15f7f48e4005,PAIR-88fc15f7f48e4005,SG-88fc15f7f48e4005,88fc15f7f48e400539de48bd24258503b2bd3e8a96bea9718e75bf5796bae971,88fc15f7f48e400539de48bd24258503b2bd3e8a96bea9718e75bf5796bae971,913,31-013-CAS-18395672,913,31-013-CAS-18395672,1,original,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1OC(C)=O,O=C(N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1)OCC(Cl)(Cl)Cl,O=C(N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1)OCC(Cl)(Cl)Cl,thioglycoside,6,7
NEG-88fc15f7f48e4005,PAIR-88fc15f7f48e4005,SG-88fc15f7f48e4005,88fc15f7f48e400539de48bd24258503b2bd3e8a96bea9718e75bf5796bae971,3b61c84c4277f409d07c2234d5217d98fcaeadb0393c69a0bb46375fdd4ae69f,913,31-013-CAS-18395672,913,31-013-CAS-18395672,1,o4_acetylated,0,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,O=C(N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1)OCC(Cl)(Cl)Cl,thioglycoside,4,3
POS-8922fc9ce367e902,PAIR-8922fc9ce367e902,SG-8922fc9ce367e902,8922fc9ce367e902f71c22ebcd6f454049033db3cac1faed68b2fbe04a8668d9,8922fc9ce367e902f71c22ebcd6f454049033db3cac1faed68b2fbe04a8668d9,1373,31-013-CAS-14717389,1373,31-013-CAS-14717389,1,original,1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,C=CCO[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]2OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,C=CCO[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]2OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,5,6
NEG-8922fc9ce367e902,PAIR-8922fc9ce367e902,SG-8922fc9ce367e902,8922fc9ce367e902f71c22ebcd6f454049033db3cac1faed68b2fbe04a8668d9,083feec53069934785c4fa6a64db40ce979094ca3a3966dd427e092f981c0449,1373,31-013-CAS-14717389,1373,31-013-CAS-14717389,1,o4_acetylated,0,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,C=CCO[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]2OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,C=CCO[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H](OCCCCCN=[N+]=[N-])[C@@H]2OCc2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,5,6
POS-89523e45fed9f9eb,PAIR-89523e45fed9f9eb,SG-89523e45fed9f9eb,89523e45fed9f9eb4877aca256d156daf41b0af98323f71150841690c8e60705,89523e45fed9f9eb4877aca256d156daf41b0af98323f71150841690c8e60705,1155,31-013-CAS-2932202,1155,31-013-CAS-2932202,1,original,1,CCCCCCCCCCCCS[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,O=C1c2ccccc2C(=O)N1[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](O)[C@@H]1OCc1ccccc1,O=C1c2ccccc2C(=O)N1[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,17,18
NEG-89523e45fed9f9eb,PAIR-89523e45fed9f9eb,SG-89523e45fed9f9eb,89523e45fed9f9eb4877aca256d156daf41b0af98323f71150841690c8e60705,87d0208e3bc1398f80256fc841ea925d97f5df45f776c3181a8528ba4c62a00f,1155,31-013-CAS-2932202,1155,31-013-CAS-2932202,1,o4_acetylated,0,CCCCCCCCCCCCS[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@@H]2OC[C@H]1O2,O=C1c2ccccc2C(=O)N1[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,4,3
POS-89793e6f0d956acc,PAIR-89793e6f0d956acc,SG-89793e6f0d956acc,89793e6f0d956accadd2f41cc5838c4283e88ddf25a83637db74fbc67985bb50,89793e6f0d956accadd2f41cc5838c4283e88ddf25a83637db74fbc67985bb50,1080,31-013-CAS-11649313,1080,31-013-CAS-11649313,1,original,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,CO[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,13,14
NEG-89793e6f0d956acc,PAIR-89793e6f0d956acc,SG-89793e6f0d956acc,89793e6f0d956accadd2f41cc5838c4283e88ddf25a83637db74fbc67985bb50,e06d7db46ba34aa1101ca053de39c0a0903ff912b836dd8164e0acf0bace4bda,1080,31-013-CAS-11649313,1080,31-013-CAS-11649313,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@@H](OC(C)=O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,CO[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,13,14
POS-89e37434f45f0782,PAIR-89e37434f45f0782,SG-89e37434f45f0782,89e37434f45f07824c114ea5df4594a234b655da57c6ea39847ea1d44c32a7a1,89e37434f45f07824c114ea5df4594a234b655da57c6ea39847ea1d44c32a7a1,277,31-010-CAS-23636152,277,31-010-CAS-23636152,1,original,1,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccc3ccccc3c2)[C@H]1OC(C)=O,[N-]=[N+]=NCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],[N-]=[N+]=NCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,21,22
NEG-89e37434f45f0782,PAIR-89e37434f45f0782,SG-89e37434f45f0782,89e37434f45f07824c114ea5df4594a234b655da57c6ea39847ea1d44c32a7a1,d5f5635e749b81702b0fb5bbcbcf0e134b9938f04da30e810f6a57178a00b34e,277,31-010-CAS-23636152,277,31-010-CAS-23636152,1,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccc3ccccc3c2)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCCCCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1,[N-]=[N+]=NCCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,4,3
POS-89ebd1ecdceab8cb,PAIR-89ebd1ecdceab8cb,SG-89ebd1ecdceab8cb,89ebd1ecdceab8cb5b4a467cce8065b3e88d8bbbfc67d370333c74069f70e1a1,89ebd1ecdceab8cb5b4a467cce8065b3e88d8bbbfc67d370333c74069f70e1a1,105,31-614-CAS-45260375,105,31-614-CAS-45260375,1,original,1,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,trichloroacetimidate,24,25
NEG-89ebd1ecdceab8cb,PAIR-89ebd1ecdceab8cb,SG-89ebd1ecdceab8cb,89ebd1ecdceab8cb5b4a467cce8065b3e88d8bbbfc67d370333c74069f70e1a1,1c87a799d6a3d862849f0758fa89d3d0501a5eef838448b2117c40c5ea9bb27b,105,31-614-CAS-45260375,105,31-614-CAS-45260375,1,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,trichloroacetimidate,4,3
POS-8a21caa12fa82985,PAIR-8a21caa12fa82985,SG-8a21caa12fa82985,8a21caa12fa829856d815e81367e1c978201244653898370bbc86734644b15fa,8a21caa12fa829856d815e81367e1c978201244653898370bbc86734644b15fa,215,31-010-CAS-16500848,215,31-010-CAS-16500848,1,original,1,C[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],C=CCO[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],trichloroacetimidate,12,13
NEG-8a21caa12fa82985,PAIR-8a21caa12fa82985,SG-8a21caa12fa82985,8a21caa12fa829856d815e81367e1c978201244653898370bbc86734644b15fa,801fe728abb4c8a191ce6f2c243bc313ea5ec7a1abacb4ca021da4a7c43dccee,215,31-010-CAS-16500848,215,31-010-CAS-16500848,1,o4_acetylated,0,C[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],C=CCO[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],trichloroacetimidate,12,13
POS-8a58ee4bf3ef2f38,PAIR-8a58ee4bf3ef2f38,SG-8a58ee4bf3ef2f38,8a58ee4bf3ef2f384522d9d18425d67875085013b5e8b1eb815c5306463e8328,8a58ee4bf3ef2f384522d9d18425d67875085013b5e8b1eb815c5306463e8328,214,31-010-CAS-978790,214,31-010-CAS-978790,1,original,1,COC(=O)[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)(C)C)[C@@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,10,11
NEG-8a58ee4bf3ef2f38,PAIR-8a58ee4bf3ef2f38,SG-8a58ee4bf3ef2f38,8a58ee4bf3ef2f384522d9d18425d67875085013b5e8b1eb815c5306463e8328,c2853a8d0c812997378d8f02d22349f51f169528bc8576efcbce35245c97cc07,214,31-010-CAS-978790,214,31-010-CAS-978790,1,o4_acetylated,0,COC(=O)[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)(C)C)[C@@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,10,11
POS-8aa12d743388a2ef,PAIR-8aa12d743388a2ef,SG-8aa12d743388a2ef,8aa12d743388a2ef1dbab00ce6a904b68f6614f441eca726cf26490e71a0ad5d,8aa12d743388a2ef1dbab00ce6a904b68f6614f441eca726cf26490e71a0ad5d,594,31-013-CAS-5629637,594,31-013-CAS-5629637,1,original,1,C[C@@H]1O[C@H](OC(=Nc2ccccc2)C(F)(F)F)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)(c1ccccc1)c1ccccc1,trifluoroacetimidate,18,19
NEG-8aa12d743388a2ef,PAIR-8aa12d743388a2ef,SG-8aa12d743388a2ef,8aa12d743388a2ef1dbab00ce6a904b68f6614f441eca726cf26490e71a0ad5d,8b9a6fae6408911f9def4bf1d578af76986f681f68766e99718f66dfadc73000,594,31-013-CAS-5629637,594,31-013-CAS-5629637,1,o4_acetylated,0,C[C@@H]1O[C@H](OC(=Nc2ccccc2)C(F)(F)F)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OC(=O)OCc2ccccc2)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)(c1ccccc1)c1ccccc1,trifluoroacetimidate,4,3
POS-8ac8c15c8be872f5,PAIR-8ac8c15c8be872f5,SG-8ac8c15c8be872f5,8ac8c15c8be872f5e57a9a8fe2939dd78ecc4776aea8e4039d306699f5ff3f71,8ac8c15c8be872f5e57a9a8fe2939dd78ecc4776aea8e4039d306699f5ff3f71,23,31-010-CAS-12435719,23,31-010-CAS-12435719,1,original,1,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,15,16
NEG-8ac8c15c8be872f5,PAIR-8ac8c15c8be872f5,SG-8ac8c15c8be872f5,8ac8c15c8be872f5e57a9a8fe2939dd78ecc4776aea8e4039d306699f5ff3f71,5f27e9787106cd7d03ff1b0ad7cac3a62b79dfd84b6acc0118cd41eb487d5c56,23,31-010-CAS-12435719,23,31-010-CAS-12435719,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,15,16
POS-8aeb1a44f3f4c901,PAIR-8aeb1a44f3f4c901,SG-8aeb1a44f3f4c901,8aeb1a44f3f4c9017d3f861c94ee0286e35853184920a312e75e3b490a94c7f3,8aeb1a44f3f4c9017d3f861c94ee0286e35853184920a312e75e3b490a94c7f3,325,31-010-CAS-16681816,325,31-010-CAS-16681816,1,original,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@@H]2[C@@H](COCc3ccccc3)[C@@H]3OC(N(C)C)=N[C@@H]3[C@H]2OCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@@H]2[C@@H](COCc3ccccc3)[C@@H]3OC(N(C)C)=N[C@@H]3[C@H]2OCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,5,6
NEG-8aeb1a44f3f4c901,PAIR-8aeb1a44f3f4c901,SG-8aeb1a44f3f4c901,8aeb1a44f3f4c9017d3f861c94ee0286e35853184920a312e75e3b490a94c7f3,5062faf945c02b5147e3759ba93e35b7a5f456bd917cda647778aa55f020ee8d,325,31-010-CAS-16681816,325,31-010-CAS-16681816,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@@H]2[C@@H](COCc3ccccc3)[C@@H]3OC(N(C)C)=N[C@@H]3[C@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@@H]2[C@@H](COCc3ccccc3)[C@@H]3OC(N(C)C)=N[C@@H]3[C@H]2OCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,58,59
POS-8aebe1d6b9577ecd,PAIR-8aebe1d6b9577ecd,SG-8aebe1d6b9577ecd,8aebe1d6b9577ecd3eccc6d2b7df42b2faf772c0dc11d722fca9cec220e71bbf,8aebe1d6b9577ecd3eccc6d2b7df42b2faf772c0dc11d722fca9cec220e71bbf,553,31-010-CAS-7421280,553,31-010-CAS-7421280,1,original,1,COc1ccc(CO[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@H](O[C@H]3[C@H](OC(=O)OCc4ccccc4)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)cc1,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,30,31
NEG-8aebe1d6b9577ecd,PAIR-8aebe1d6b9577ecd,SG-8aebe1d6b9577ecd,8aebe1d6b9577ecd3eccc6d2b7df42b2faf772c0dc11d722fca9cec220e71bbf,5c42424cc6048cbd75832b8749d315756eb5039cb180e344f5b8e79f891c80f4,553,31-010-CAS-7421280,553,31-010-CAS-7421280,1,o4_acetylated,0,COc1ccc(CO[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@H](O[C@H]3[C@H](OC(=O)OCc4ccccc4)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)cc1,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,30,31
POS-8afe44adbb2ad189,PAIR-8afe44adbb2ad189,SG-8afe44adbb2ad189,8afe44adbb2ad18952aae174d0fe947ffe729fb346d9a7c24a23db3cefd6dc5c,8afe44adbb2ad18952aae174d0fe947ffe729fb346d9a7c24a23db3cefd6dc5c,116,31-010-CAS-6805326,116,31-010-CAS-6805326,1,original,1,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)C(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl,trichloroacetimidate,18,19
NEG-8afe44adbb2ad189,PAIR-8afe44adbb2ad189,SG-8afe44adbb2ad189,8afe44adbb2ad18952aae174d0fe947ffe729fb346d9a7c24a23db3cefd6dc5c,5d1cf593e6768fdd949b1769737e1ac404be0ccffbdc176c666ccb67437f610b,116,31-010-CAS-6805326,116,31-010-CAS-6805326,1,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)C(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(Cl)(Cl)Cl,trichloroacetimidate,18,19
POS-8b08127d264ffd10,PAIR-8b08127d264ffd10,SG-8b08127d264ffd10,8b08127d264ffd108dca182ef66afba0f1889f8c252b71f5796dc6abe1e5d88d,8b08127d264ffd108dca182ef66afba0f1889f8c252b71f5796dc6abe1e5d88d,412,31-010-CAS-16587044,412,31-010-CAS-16587044,1,original,1,CC(=O)CCC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2O[C@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](COCc4ccccc4)[C@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2NC(C)=O)[C@@H]1OCc1ccccc1,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,55,56
NEG-8b08127d264ffd10,PAIR-8b08127d264ffd10,SG-8b08127d264ffd10,8b08127d264ffd108dca182ef66afba0f1889f8c252b71f5796dc6abe1e5d88d,1cbabe902b27c07102bf552f80f1ab42e547b6c4da1afb13fd08cf9ab09b2e8f,412,31-010-CAS-16587044,412,31-010-CAS-16587044,1,o4_acetylated,0,CC(=O)CCC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2O[C@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](COCc4ccccc4)[C@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2NC(C)=O)[C@@H]1OCc1ccccc1,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,55,56
