Sample_ID,Pair_ID,Structural_Group_ID,Structural_Group_SHA256,Input_Structure_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Target_C4_Index,Target_O4_Index
POS-03755376a2189f4a,PAIR-03755376a2189f4a,SG-03755376a2189f4a,03755376a2189f4ac5e508e4d4fb46682be2a6cf6b075436ef323d95fec0fd9e,03755376a2189f4ac5e508e4d4fb46682be2a6cf6b075436ef323d95fec0fd9e,1168,31-013-CAS-3171404,1168,31-013-CAS-3171404,1,original,1,CC(=O)N1C(=O)O[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](COCc3ccccc3)O[C@H](Sc3ccc(C)cc3)[C@@H]21,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,28,29
NEG-03755376a2189f4a,PAIR-03755376a2189f4a,SG-03755376a2189f4a,03755376a2189f4ac5e508e4d4fb46682be2a6cf6b075436ef323d95fec0fd9e,cc9467fdfd1b2942ca720bb3730f29826d30399979dbb2c1f1fa1746e8a99ed0,1168,31-013-CAS-3171404,1168,31-013-CAS-3171404,1,o4_acetylated,0,CC(=O)N1C(=O)O[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](COCc3ccccc3)O[C@H](Sc3ccc(C)cc3)[C@@H]21,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](OC(C)=O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,28,29
POS-03891ccbb7c0a44b,PAIR-03891ccbb7c0a44b,SG-03891ccbb7c0a44b,03891ccbb7c0a44b99f3ce55fd1176ce8737d3e1471f1f9128d10eb86de8cf26,03891ccbb7c0a44b99f3ce55fd1176ce8737d3e1471f1f9128d10eb86de8cf26,1520,31-614-CAS-30618647,1520,31-614-CAS-30618647,1,original,1,CC(C)(C)[Si](C)(C)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](S(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,thioglycoside,18,19
NEG-03891ccbb7c0a44b,PAIR-03891ccbb7c0a44b,SG-03891ccbb7c0a44b,03891ccbb7c0a44b99f3ce55fd1176ce8737d3e1471f1f9128d10eb86de8cf26,53536989c160125a5aa06e035776f9f515c488ae9cdb22edfd0874cd82f2b94e,1520,31-614-CAS-30618647,1520,31-614-CAS-30618647,1,o4_acetylated,0,CC(C)(C)[Si](C)(C)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](S(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,thioglycoside,4,3
POS-03a38ec6bf2e0eaf,PAIR-03a38ec6bf2e0eaf,SG-03a38ec6bf2e0eaf,03a38ec6bf2e0eaf67fc6776fb20cf0e089c2ed89ea1f4fe47f138bfcaa2aad8,03a38ec6bf2e0eaf67fc6776fb20cf0e089c2ed89ea1f4fe47f138bfcaa2aad8,498,31-010-CAS-477008,498,31-010-CAS-477008,1,original,1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,34,35
NEG-03a38ec6bf2e0eaf,PAIR-03a38ec6bf2e0eaf,SG-03a38ec6bf2e0eaf,03a38ec6bf2e0eaf67fc6776fb20cf0e089c2ed89ea1f4fe47f138bfcaa2aad8,a920da4f69ff7c619ef632b2e2d365a2931baff1b714d9a81cc6a696ade09cb0,498,31-010-CAS-477008,498,31-010-CAS-477008,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](N=[N+]=[N-])O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(C)(C)[Si](OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,4,3
POS-03d0a36dc2ea3a45,PAIR-03d0a36dc2ea3a45,SG-03d0a36dc2ea3a45,03d0a36dc2ea3a45bc008bc2d5d243c7fc32e6dfe3d9463b943fe0159376ffaf,03d0a36dc2ea3a45bc008bc2d5d243c7fc32e6dfe3d9463b943fe0159376ffaf,1227,31-614-CAS-32798129,1227,31-614-CAS-32798129,1,original,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,[N-]=[N+]=NCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,[N-]=[N+]=NCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,19,20
NEG-03d0a36dc2ea3a45,PAIR-03d0a36dc2ea3a45,SG-03d0a36dc2ea3a45,03d0a36dc2ea3a45bc008bc2d5d243c7fc32e6dfe3d9463b943fe0159376ffaf,fe89d80963f7211d32ef02c25b0909a803272d58c72ae19dfc29a76d791dceab,1227,31-614-CAS-32798129,1227,31-614-CAS-32798129,1,o4_acetylated,0,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1,[N-]=[N+]=NCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,4,3
POS-041c3bf58648272f,PAIR-041c3bf58648272f,SG-041c3bf58648272f,041c3bf58648272f2d76323ef6cfe5430380fff2fe2035b18869b95c995a62fe,041c3bf58648272f2d76323ef6cfe5430380fff2fe2035b18869b95c995a62fe,867,31-353-CAS-5905808,867,31-353-CAS-5905808,1,original,1,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,thioglycoside,14,15
NEG-041c3bf58648272f,PAIR-041c3bf58648272f,SG-041c3bf58648272f,041c3bf58648272f2d76323ef6cfe5430380fff2fe2035b18869b95c995a62fe,bc83d6e7c183a6657054fcbdc06bdf98372f7661814a0a6b0847461a304e3035,867,31-353-CAS-5905808,867,31-353-CAS-5905808,1,o4_acetylated,0,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,thioglycoside,14,15
POS-044ddac6fbc11bfd,PAIR-044ddac6fbc11bfd,SG-044ddac6fbc11bfd,044ddac6fbc11bfd7b041c8c8c12de49c7a9542660ca8d43fbb455ead152ad68,044ddac6fbc11bfd7b041c8c8c12de49c7a9542660ca8d43fbb455ead152ad68,418,31-010-CAS-7849619,418,31-010-CAS-7849619,1,original,1,COC(=O)[C@@]1(O[C@H]2[C@@H](O[C@@H]3O[C@H](COC(=O)c4ccccc4)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(C)=O)[C@@H](COC(=O)c3ccccc3)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,trichloroacetimidate,22,23
NEG-044ddac6fbc11bfd,PAIR-044ddac6fbc11bfd,SG-044ddac6fbc11bfd,044ddac6fbc11bfd7b041c8c8c12de49c7a9542660ca8d43fbb455ead152ad68,862af8a875ee1a213fe6af1e738f30ffb520310e408553e868aa0a8c73716004,418,31-010-CAS-7849619,418,31-010-CAS-7849619,1,o4_acetylated,0,COC(=O)[C@@]1(O[C@H]2[C@@H](O[C@@H]3O[C@H](COC(=O)c4ccccc4)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(C)=O)[C@@H](COC(=O)c3ccccc3)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,trichloroacetimidate,22,23
POS-045c626ddf757f16,PAIR-045c626ddf757f16,SG-045c626ddf757f16,045c626ddf757f16b57218a39dd16a8f3d61d0644f53e223fb5ba44d597430bf,045c626ddf757f16b57218a39dd16a8f3d61d0644f53e223fb5ba44d597430bf,328,31-010-CAS-5353694,328,31-010-CAS-5353694,1,original,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,CC(=O)O[C@@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,5,6
NEG-045c626ddf757f16,PAIR-045c626ddf757f16,SG-045c626ddf757f16,045c626ddf757f16b57218a39dd16a8f3d61d0644f53e223fb5ba44d597430bf,b056795432c07e7b274b7c355eb7524b6d081f69fe37c350de721982c4256bf2,328,31-010-CAS-5353694,328,31-010-CAS-5353694,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@@H](NC(=O)OCc2ccccc2)[C@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,51,52
POS-047b3cf7b01b2233,PAIR-047b3cf7b01b2233,SG-047b3cf7b01b2233,047b3cf7b01b22338c003c50be297a2ed35cdae47ac747e53f34161dff32ea97,047b3cf7b01b22338c003c50be297a2ed35cdae47ac747e53f34161dff32ea97,841,31-013-CAS-12570626,841;842;843,31-013-CAS-12570626;31-013-CAS-3447636;31-013-CAS-1313681,3,original,1,CC(=O)CCC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](Sc2ccc(C)cc2)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,29,30
NEG-047b3cf7b01b2233,PAIR-047b3cf7b01b2233,SG-047b3cf7b01b2233,047b3cf7b01b22338c003c50be297a2ed35cdae47ac747e53f34161dff32ea97,989110da576fd5c13931d8748b794b90403fa2c2a5e1b3c354e5b63202d5c488,841,31-013-CAS-12570626,841;842;843,31-013-CAS-12570626;31-013-CAS-3447636;31-013-CAS-1313681,3,o4_acetylated,0,CC(=O)CCC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](Sc2ccc(C)cc2)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,29,30
POS-04a5cb6c2cddc590,PAIR-04a5cb6c2cddc590,SG-04a5cb6c2cddc590,04a5cb6c2cddc5907e8493cb000c73703ed717b3993785f9edc5198fcd3714a7,04a5cb6c2cddc5907e8493cb000c73703ed717b3993785f9edc5198fcd3714a7,1447,31-013-CAS-13320268,1447,31-013-CAS-13320268,1,original,1,CC(C)[Si](C#CCO[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1)(C(C)C)C(C)C,[N-]=[N+]=N[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,[N-]=[N+]=N[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,15,16
NEG-04a5cb6c2cddc590,PAIR-04a5cb6c2cddc590,SG-04a5cb6c2cddc590,04a5cb6c2cddc5907e8493cb000c73703ed717b3993785f9edc5198fcd3714a7,905aff19bcec9462f93ec65bc882db6ad3835b021ee277725008b72250a1739f,1447,31-013-CAS-13320268,1447,31-013-CAS-13320268,1,o4_acetylated,0,CC(C)[Si](C#CCO[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1)(C(C)C)C(C)C,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](N=[N+]=[N-])O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,4,3
POS-04eff9761116c2a9,PAIR-04eff9761116c2a9,SG-04eff9761116c2a9,04eff9761116c2a9d449671970e98f17908e78b96c09d0c7d93b523fb5801772,04eff9761116c2a9d449671970e98f17908e78b96c09d0c7d93b523fb5801772,1279,31-013-CAS-16396098,1279,31-013-CAS-16396098,1,original,1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(=O)CCl)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,19,20
NEG-04eff9761116c2a9,PAIR-04eff9761116c2a9,SG-04eff9761116c2a9,04eff9761116c2a9d449671970e98f17908e78b96c09d0c7d93b523fb5801772,2b5153c55be23570275c8be83df81c0e39987208d702bfa7ada31be46f158e35,1279,31-013-CAS-16396098,1279,31-013-CAS-16396098,1,o4_acetylated,0,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(=O)CCl)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,19,20
POS-04f76ec612982dbf,PAIR-04f76ec612982dbf,SG-04f76ec612982dbf,04f76ec612982dbf318b7a84463ac717fb29cd1e12852dcb739d25050948d8f1,04f76ec612982dbf318b7a84463ac717fb29cd1e12852dcb739d25050948d8f1,1506,31-013-CAS-19117130,1506,31-013-CAS-19117130,1,original,1,COc1ccc(COC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@H](OC(=O)CCl)[C@@H](OCc3ccccc3)[C@@H]2OC(C)=O)cc1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](N=[N+]=[N-])O[C@@H]2COC(C)=O)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](N=[N+]=[N-])O[C@@H]2COC(C)=O)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O,thioglycoside,55,56
NEG-04f76ec612982dbf,PAIR-04f76ec612982dbf,SG-04f76ec612982dbf,04f76ec612982dbf318b7a84463ac717fb29cd1e12852dcb739d25050948d8f1,46be7dcd900f07696b03a550bc0906c026c90e16382015bce930b737e0ac5cdb,1506,31-013-CAS-19117130,1506,31-013-CAS-19117130,1,o4_acetylated,0,COc1ccc(COC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@H](OC(=O)CCl)[C@@H](OCc3ccccc3)[C@@H]2OC(C)=O)cc1,CC(=O)OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](N=[N+]=[N-])O[C@@H]2COC(C)=O)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1O,thioglycoside,38,39
POS-05061538f21b6625,PAIR-05061538f21b6625,SG-05061538f21b6625,05061538f21b6625956d7d5a0e77394fb7a08023e3d0bfd42dade09de57efbcf,05061538f21b6625956d7d5a0e77394fb7a08023e3d0bfd42dade09de57efbcf,223,31-010-CAS-634162,223,31-010-CAS-634162,1,original,1,COC(=O)[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,20,21
NEG-05061538f21b6625,PAIR-05061538f21b6625,SG-05061538f21b6625,05061538f21b6625956d7d5a0e77394fb7a08023e3d0bfd42dade09de57efbcf,18e6d6ede695de1c0146573aaf112de34ae43a8a95957a06a6ecc22ad7588d23,223,31-010-CAS-634162,223,31-010-CAS-634162,1,o4_acetylated,0,COC(=O)[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,4,3
POS-0509739d52a91084,PAIR-0509739d52a91084,SG-0509739d52a91084,0509739d52a910840eb2b44be7218c009ed6a36b263c87ab75427119e512c354,0509739d52a910840eb2b44be7218c009ed6a36b263c87ab75427119e512c354,1362,31-013-CAS-6854088,1362,31-013-CAS-6854088,1,original,1,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,18,19
NEG-0509739d52a91084,PAIR-0509739d52a91084,SG-0509739d52a91084,0509739d52a910840eb2b44be7218c009ed6a36b263c87ab75427119e512c354,950d6fcfb371d09deebdd28bb8f4c14016f1de4b5a8b1bf581d6d6db473d1e70,1362,31-013-CAS-6854088,1362,31-013-CAS-6854088,1,o4_acetylated,0,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,4,3
